name,symbol,currency,amount,date
Kentucky First Federal Bancorp,KFFB,AFN,136.38,1605090394000
Digi International Inc.,DGII,AFN,-114.70,1594425902000
"Eyegate Pharmaceuticals, Inc.",EYEGW,EUR,107.07,1580694039000
Antero Resources Corporation,AR,JPY,122.06,1605459807000
"TCG BDC, Inc.",CGBD,CNY,-159.70,1590864812000
"First Industrial Realty Trust, Inc.",FR,ILS,172.57,1582302231000
Active Alts Contrarian ETF,SQZZ,SEK,-87.31,1599220535000
Brunswick Corporation,BC,MXN,-164.16,1590663947000
Assured Guaranty Ltd.,AGO^B,PAB,46.94,1606426392000
Packaging Corporation of America,PKG,VND,-117.70,1587833617000
Tortoise Energy Infrastructure Corporation,TYG,ZAR,-13.84,1584566083000
VictoryShares Developed Enhanced Volatility Wtd ETF,CIZ,SEK,-8.13,1584432063000
Seanergy Maritime Holdings Corp,SHIP,COP,-85.94,1603724580000
58.com Inc.,WUBA,CNY,-149.73,1604561303000
UroGen Pharma Ltd.,URGN,VND,-130.52,1603768156000
Lions Gate Entertainment Corporation,LGF.A,PLN,-11.05,1584956181000
Tennessee Valley Authority,TVE,SEK,78.95,1603518869000
"NextEra Energy, Inc.",NEE^G,SYP,-4.55,1586324282000
"Under Armour, Inc.",UAA,CNY,-97.52,1601508519000
"TriNet Group, Inc.",TNET,RUB,-73.23,1578998104000
"Adverum Biotechnologies, Inc.",ADVM,ARS,-142.98,1579722501000
"Engility Holdings, Inc.",EGL,THB,-25.43,1605030163000
Hersha Hospitality Trust,HT,KRW,-134.77,1601369344000
"Western New England Bancorp, Inc.",WNEB,PHP,199.29,1606181356000
"Chanticleer Holdings, Inc.",HOTRW,SEK,-78.96,1604723387000
Dominion Diamond Corporation,DDC,RUB,33.93,1605092143000
Elmira Savings Bank NY (The),ESBK,CNY,150.30,1608591417000
Jabil Inc.,JBL,EUR,117.29,1582223765000
"Ramaco Resources, Inc.",METC,EUR,-163.45,1595534695000
Philip Morris International Inc,PM,EUR,-60.77,1605782463000
WisdomTree Middle East Dividend Fund,GULF,PLN,-78.46,1606670657000
Boston Scientific Corporation,BSX,COP,153.14,1582020840000
"Guaranty Federal Bancshares, Inc.",GFED,UZS,118.56,1600123910000
Ecopetrol S.A.,EC,ARS,-98.63,1578822922000
"CGI Group, Inc.",GIB,EUR,-52.72,1586197198000
Pioneer Municipal High Income Trust,MHI,IDR,162.53,1608276070000
eBay Inc.,EBAY,CNY,146.69,1587043346000
Koppers Holdings Inc.,KOP,SEK,79.23,1598372986000
Tsakos Energy Navigation Ltd,TNP^B,ILS,-146.80,1583906192000
"Primerica, Inc.",PRI,JPY,-100.90,1606189274000
"Apollo Global Management, LLC",APO,PAB,191.47,1597412786000
"Barnes Group, Inc.",B,ARS,-177.96,1586087125000
GasLog LP.,GLOG,USD,-1.69,1598679546000
Origo Acquisition Corporation,OACQR,RUB,-191.08,1602888717000
LaSalle Hotel Properties,LHO,EUR,47.04,1585111383000
GasLog Partners LP,GLOP,RUB,153.91,1603437022000
Vina Concha Y Toro,VCO,PLN,-190.92,1585162464000
"Smith & Nephew SNATS, Inc.",SNN,PHP,178.06,1586670661000
"Invuity, Inc.",IVTY,CNY,-178.05,1603013293000
PowerShares Optimum Yield Diversified Commodity Strategy No K-,PDBC,HNL,-0.20,1596274637000
"Jason Industries, Inc.",JASNW,CNY,-102.08,1578952869000
"ONEOK, Inc.",OKE,SEK,-113.69,1584931378000
Allstate Corporation (The),ALL^E,EUR,142.40,1592383339000
"American International Group, Inc.",AIG.WS,PLN,77.44,1583505370000
Hovnanian Enterprises Inc,HOVNP,ZAR,-184.54,1594612073000
"LifePoint Health, Inc.",LPNT,DKK,73.79,1605838045000
ClearBridge Energy MLP Fund Inc.,CEM,IDR,131.55,1590190343000
Nuven Mortgage Opportunity Term Fund 2,JMT,TJS,-199.34,1608013192000
"PGT Innovations, Inc.",PGTI,MDL,111.33,1596702732000
Fifth Street Finance Corp.,FSC,ZMW,92.97,1595732912000
Arbor Realty Trust,ABR^B,RUB,-117.04,1592197548000
National General Holdings Corp,NGHCO,CNY,-109.57,1606929163000
"CSW Industrials, Inc.",CSWI,NGN,27.71,1608004292000
EVINE Live Inc.,EVLV,CNY,-58.38,1578220242000
PetroChina Company Limited,PTR,CAD,4.38,1606542484000
"SolarEdge Technologies, Inc.",SEDG,BRL,105.57,1604592227000
Chesapeake Energy Corporation,CHK,IDR,-111.16,1599542734000
Valvoline Inc.,VVV,CNY,-18.71,1596789106000
"Quintiles IMS Holdings, Inc.",Q,CNY,60.33,1588536539000
"KVH Industries, Inc.",KVHI,RUB,-181.87,1604913972000
La-Z-Boy Incorporated,LZB,CNY,-91.32,1596502748000
Sotheby's,BID,UAH,-29.00,1581509251000
"Boston Private Financial Holdings, Inc.",BPFH,SBD,-182.29,1581967704000
"Thai Fund, Inc. (The)",TTF,TND,188.39,1594747558000
"Landstar System, Inc.",LSTR,ARS,145.83,1592064177000
"Ollie's Bargain Outlet Holdings, Inc.",OLLI,YER,111.03,1609124419000
"Mid-Con Energy Partners, LP",MCEP,PHP,-69.24,1579865935000
"Intersect ENT, Inc.",XENT,CNY,68.96,1584354026000
"Centennial Resource Development, Inc.",CDEV,RUB,184.88,1600931147000
United Community Financial Corp.,UCFC,CNY,167.96,1603319881000
Origo Acquisition Corporation,OACQR,CUP,90.10,1606786138000
"Argos Therapeutics, Inc.",ARGS,EUR,19.78,1588189417000
Calamos Convertible Opportunities and Income Fund,CHI,UAH,111.86,1586560716000
Horizons DAX Germany ETF,DAX,CNY,97.46,1589906349000
Investar Holding Corporation,ISTR,IDR,160.89,1585497067000
DENTSPLY SIRONA Inc.,XRAY,CNY,12.13,1607833929000
"Benefitfocus, Inc.",BNFT,IDR,42.81,1586336508000
"Tortoise MLP Fund, Inc.",NTG,USD,-118.63,1583281399000
Seaspan Corporation,SSWN,JPY,-162.19,1591801041000
Matlin & Partners Acquisition Corporation,MPACU,RUB,-101.47,1599800669000
"Cadiz, Inc.",CDZI,SEK,-126.49,1606923350000
Kennedy-Wilson Holdings Inc.,KWN,PHP,-194.31,1580697070000
Akers Biosciences Inc,AKER,ZAR,164.71,1595470194000
"Industrial Services of America, Inc.",IDSA,SEK,54.99,1580929255000
Humana Inc.,HUM,RUB,-149.37,1595643698000
"Akoustis Technologies, Inc.",AKTS,MYR,-83.93,1602880600000
Kewaunee Scientific Corporation,KEQU,EGP,146.42,1595020283000
"Citizens Financial Group, Inc.",CFG,BRL,-196.71,1605651130000
"Tortoise Energy Independence Fund, Inc.",NDP,NZD,-36.68,1599926274000
"Impax Laboratories, Inc.",IPXL,THB,121.69,1603650801000
First Trust Dynamic Europe Equity Income Fund,FDEU,TZS,5.08,1605948744000
Easterly Acquisition Corp.,EACQ,IDR,-199.31,1584483882000
First Trust High Income Long Short Fund,FSD,COP,-132.58,1582593267000
"Nordstrom, Inc.",JWN,PHP,106.42,1605121545000
ArcBest Corporation,ARCB,ILS,-176.72,1587904089000
Esterline Technologies Corporation,ESL,CNY,-147.57,1578657065000
"JELD-WEN Holding, Inc.",JELD,USD,182.03,1584780479000
Cousins Properties Incorporated,CUZ,IDR,-192.21,1590842465000
El Paso Electric Company,EE,BRL,36.32,1601406200000
"NextEra Energy, Inc.",NEE^K,RUB,-38.38,1608284287000
Ophthotech Corporation,OPHT,CNY,-164.90,1579323968000
Eagle Growth and Income Opportunities Fund,EGIF,CNY,-154.96,1606998763000
"United Dominion Realty Trust, Inc.",UDR,AFN,-27.82,1582347139000
Capital Product Partners L.P.,CPLP,CNY,135.78,1599524089000
Kadant Inc,KAI,EUR,-56.04,1588091592000
"Vocera Communications, Inc.",VCRA,BRL,194.75,1599071939000
"HealthEquity, Inc.",HQY,HNL,107.15,1609203308000
Zhaopin Limited,ZPIN,BRL,16.22,1592622995000
Cadence Bancorporation,CADE,PEN,-149.12,1586480747000
"Gaming and Leisure Properties, Inc.",GLPI,CNY,-146.75,1595090341000
Elbit Imaging Ltd.,EMITF,CNY,-93.87,1601774113000
Natural Resource Partners LP,NRP,CNY,58.56,1590607747000
Eaton Vance Municipal Income Trust,EOT,BRL,-76.49,1594902241000
MSG Networks Inc.,MSGN,RUB,190.12,1579645088000
Xinyuan Real Estate Co Ltd,XIN,MXN,-4.13,1592233984000
Jagged Peak Energy Inc.,JAG,BRL,-57.56,1584777305000
Gladstone Investment Corporation,GAINM,CNY,180.65,1607556520000
Eastman Kodak Company,KODK.WS.A,PKR,186.38,1581610228000
"Boston Properties, Inc.",BXP^B,USD,28.19,1601184926000
Bristol-Myers Squibb Company,BMY,CAD,22.01,1599326003000
"Alliance One International, Inc.",AOI,IDR,64.47,1597717100000
Citigroup Inc.,C^S,EUR,-88.31,1592690525000
Dollar General Corporation,DG,RSD,-76.13,1608288174000
National Bank Holdings Corporation,NBHC,CNY,-45.76,1582789782000
Fang Holdings Limited,SFUN,DKK,89.43,1586469406000
CPS Technologies Corp.,CPSH,ZAR,91.93,1596955586000
News Corporation,NWS,CNY,-115.40,1603868204000
"NantKwest, Inc.",NK,CNY,-142.52,1580482220000
"Mitcham Industries, Inc.",MIND,THB,-82.44,1578113647000
"GTY Technology Holdings, Inc.",GTYHW,CNY,-86.73,1588061304000
"XPO Logistics, Inc.",XPO,CNY,146.63,1605579620000
Bank of America Corporation,BAC.WS.A,BAM,-111.52,1592491843000
CBRE Clarion Global Real Estate Income Fund,IGR,RUB,94.78,1600399352000
"Computer Task Group, Incorporated",CTG,IDR,75.41,1581609123000
Highland/iBoxx Senior Loan ETF,SNLN,KPW,69.97,1597150412000
VelocityShares 3x Inverse Gold ETN,DGLD,CZK,-150.27,1602604037000
Tsakos Energy Navigation Ltd,TNP^D,EUR,48.68,1581809399000
"VeriSign, Inc.",VRSN,RUB,55.05,1597154984000
Citizens Holding Company,CIZN,DOP,-85.46,1606045131000
U.S. Bancorp,USB^A,EUR,89.83,1595894525000
Unisys Corporation,UIS,RUB,189.05,1585548079000
"TerraForm Power, Inc.",TERP,DOP,101.69,1594281474000
Steelcase Inc.,SCS,IDR,174.86,1578253718000
Capital City Bank Group,CCBG,HRK,-77.71,1584418561000
PPL Corporation,PPL,ALL,-37.25,1585458267000
Macro Bank Inc.,BMA,CNY,47.75,1585270230000
"Hercules Capital, Inc.",HTGC,CNY,65.78,1590885571000
West Corporation,WSTC,RUB,-42.81,1607059049000
"TrueCar, Inc.",TRUE,PHP,150.91,1591632383000
"Integrated Device Technology, Inc.",IDTI,IRR,-2.78,1578297929000
"Boston Beer Company, Inc. (The)",SAM,CNY,-131.74,1605592003000
"Kayne Anderson Energy Total Return Fund, Inc.",KYE,PLN,-22.84,1597934190000
Christopher & Banks Corporation,CBK,BYR,46.43,1591756337000
Belmond Ltd.,BEL,XAF,-155.40,1584279296000
Credit Acceptance Corporation,CACC,CZK,50.61,1579446497000
National General Holdings Corp,NGHC,IDR,-143.75,1599459312000
Nuveen Mortgage Opportunity Term Fund,JLS,HNL,-23.34,1578579098000
Flaherty & Crumrine Preferred Income Fund Incorporated,PFD,EUR,-90.35,1601365410000
"Freightcar America, Inc.",RAIL,IDR,-148.43,1599887399000
"CST Brands, Inc.",CST,CNY,-65.26,1608763563000
"Professional Diversity Network, Inc.",IPDN,CNY,52.08,1582169173000
ClearSign Combustion Corporation,CLIRW,IDR,105.34,1580129484000
"Rigel Pharmaceuticals, Inc.",RIGL,CNY,-78.22,1594213964000
"NRG Yield, Inc.",NYLD,CNY,-151.96,1588273363000
First Trust Eurozone AlphaDEX ETF,FEUZ,PHP,93.63,1589196459000
Boeing Company (The),BA,CNY,-62.79,1598121116000
Forward Pharma A/S,FWP,CNY,75.55,1581776770000
"Goldman Sachs Group, Inc. (The)",GS^A,IDR,26.70,1583416315000
"Staffing 360 Solutions, Inc.",STAF,CNY,-160.57,1581310229000
Origin Agritech Limited,SEED,SEK,137.42,1600954350000
Telecom Italia S.P.A.,TI.A,IDR,30.82,1582266228000
Delaware Enhanced Global Dividend,DEX,PLN,-81.37,1601198591000
Eaton Vance Floating Rate Income Trust,EFT,IDR,123.06,1599291316000
"Aquinox Pharmaceuticals, Inc.",AQXP,UAH,29.46,1602073481000
Gabelli Multi-Media Trust Inc. (The),GGT,HRK,-151.66,1594828009000
Andina Acquisition Corp. II,ANDAU,GEL,68.01,1598324147000
Voya Global Equity Dividend and Premium Opportunity Fund,IGD,ARS,130.40,1598499321000
"Bay Bancorp, Inc.",BYBK,IDR,-69.08,1598037699000
"Chiasma, Inc.",CHMA,IDR,-140.85,1601170214000
"Five9, Inc.",FIVN,ILS,-6.06,1582245626000
"Adverum Biotechnologies, Inc.",ADVM,CNY,154.47,1606824885000
Resource Capital Corp.,RSO^C,CLP,130.62,1593563194000
Anheuser-Busch Inbev SA,BUD,JPY,176.37,1599712227000
"GenMark Diagnostics, Inc.",GNMK,CNY,117.82,1600310208000
Mattersight Corporation,MATR,JPY,-73.68,1591430388000
Tata Motors Ltd,TTM,EUR,66.37,1593173035000
First Trust Mega Cap AlphaDEX Fund,FMK,CNY,-163.42,1603447160000
Microchip Technology Incorporated,MCHP,THB,136.72,1586348998000
"Global Water Resources, Inc.",GWRS,XOF,37.58,1604304791000
"Summit Hotel Properties, Inc.",INN^B,USD,154.34,1602844497000
"Douglas Emmett, Inc.",DEI,HNL,-80.01,1601562753000
"Yatra Online, Inc.",YTRA,CNY,-179.62,1587270389000
DDR Corp.,DDR^J,PHP,43.77,1601100462000
First Trust Global Tactical Commodity Strategy Fund,FTGC,CNY,3.88,1589654412000
"Provident Financial Holdings, Inc.",PROV,CNY,52.90,1591648019000
Wells Fargo & Company,WFC^R,XOF,-49.61,1591907251000
"Colony NorthStar, Inc.",CLNS,IRR,188.52,1606227079000
"Argo Group International Holdings, Ltd.",AGII,USD,164.53,1600415154000
"Alliqua BioMedical, Inc.",ALQA,CNY,43.64,1607250038000
"Lilis Energy, Inc.",LLEX,IRR,130.58,1593636147000
"PNC Financial Services Group, Inc. (The)",PNC^Q,PHP,36.72,1601340590000
Reynolds American Inc,RAI,NGN,183.88,1591420154000
"American Railcar Industries, Inc.",ARII,BRL,110.25,1584450457000
Western Alliance Bancorporation,WALA,BAM,53.58,1607078642000
R.R. Donnelley & Sons Company,RRD,UAH,-188.93,1581068812000
EnteroMedics Inc.,ETRM,EUR,-159.84,1590556575000
"Fitbit, Inc.",FIT,IDR,-85.02,1591671371000
Geopark Ltd,GPRK,PKR,39.59,1590691659000
"Marsh & McLennan Companies, Inc.",MMC,BAM,-178.61,1598398468000
Bank Of Montreal,BMLP,PHP,-154.71,1594396476000
China Life Insurance Company Limited,LFC,BYR,-68.98,1579466171000
EP Energy Corporation,EPE,EUR,-8.93,1582937167000
"Hawaiian Holdings, Inc.",HA,CNY,-156.83,1599404587000
Royal Dutch Shell PLC,RDS.B,IDR,130.94,1581936919000
"Onconova Therapeutics, Inc.",ONTXW,CNY,-174.14,1593570889000
"Griffin Industrial Realty, Inc.",GRIF,KZT,-193.11,1604253588000
"Retail Properties of America, Inc.",RPAI,CRC,-112.23,1587896952000
"Papa Murphy's Holdings, Inc.",FRSH,RUB,195.90,1578216545000
"Bancorp 34, Inc.",BCTF,NOK,-96.02,1588141070000
Xylem Inc.,XYL,CNY,64.95,1605263769000
Pyxis Tankers Inc.,PXS,TND,14.53,1578036920000
"Photronics, Inc.",PLAB,SAR,-3.69,1590658373000
"Teladoc, Inc.",TDOC,DOP,-48.27,1592007631000
Invitae Corporation,NVTA,CNY,-9.43,1581429105000
Centrais Electricas Brasileiras S.A.- Eletrobras,EBR.B,YER,121.75,1587965001000
"Maiden Holdings, Ltd.",MH^C,CNY,15.27,1591991168000
"NTT DOCOMO, Inc",DCM,MKD,-166.60,1589018507000
AllianzGI Convertible & Income Fund,NCV,CNY,-0.47,1595154129000
"W&T Offshore, Inc.",WTI,ARS,-94.19,1605385145000
Ophthotech Corporation,OPHT,CNY,-151.46,1600952256000
"Hebron Technology Co., Ltd.",HEBT,MXN,-67.40,1592051802000
"Washington Federal, Inc.",WAFD,THB,63.67,1601129224000
Advantage Oil & Gas Ltd,AAV,ZAR,-61.36,1602322721000
KKR & Co. L.P.,KKR,BRL,-68.02,1604445634000
First Financial Bancorp.,FFBC,CNY,150.60,1589699639000
eBay Inc.,EBAY,ALL,140.49,1594674209000
Annaly Capital Management Inc,NLY^C,IDR,-83.44,1602324012000
Alleghany Corporation,Y,IDR,95.29,1593053792000
BlackRock Utility and Infrastructure Trust,BUI,IDR,-150.61,1596743824000
Univar Inc.,UNVR,IDR,39.01,1597941249000
"Inovalon Holdings, Inc.",INOV,RUB,-144.18,1579181873000
Stryker Corporation,SYK,JPY,-9.65,1606168389000
Nuveen Preferred and Income Term Fund,JPI,EUR,172.89,1604740364000
Transportadora De Gas Sa Ord B,TGS,CNY,-135.70,1593794305000
Forestar Group Inc,FOR,THB,-150.18,1585864801000
Protective Life Corporation,PL^E,PLN,-86.08,1600561772000
"Air T, Inc.",AIRT,JPY,-72.25,1607411361000
EnPro Industries,NPO,PEN,-31.97,1577906958000
"Salisbury Bancorp, Inc.",SAL,PLN,77.10,1594775489000
Primero Mining Corp,PPP,NGN,-3.18,1598389117000
"Viveve Medical, Inc.",VIVE,LRD,92.12,1607783307000
Assured Guaranty Ltd.,AGO^E,CNY,172.75,1582521100000
Kentucky First Federal Bancorp,KFFB,MAD,-54.03,1608151072000
"ZAIS Group Holdings, Inc.",ZAIS,AMD,167.05,1579207779000
"Virtu Financial, Inc.",VIRT,MYR,0.94,1604767351000
Allot Communications Ltd.,ALLT,IDR,-87.61,1583260599000
iPass Inc.,IPAS,RUB,-162.08,1602035007000
QIWI plc,QIWI,CNY,-145.55,1580793489000
"Energy Transfer Equity, L.P.",ETE,ARS,146.61,1583869327000
Navios Maritime Holdings Inc.,NM^H,MKD,-163.12,1605488671000
Markel Corporation,MKL,KRW,-121.98,1602632025000
Lehman ABS Corporation,KTN,CZK,-152.66,1608384110000
Ecopetrol S.A.,EC,VUV,138.23,1608959985000
"Sigma Labs, Inc.",SGLBW,RUB,-94.57,1586466107000
First Majestic Silver Corp.,AG,IDR,-122.81,1585200222000
FirstEnergy Corporation,FE,VND,-161.24,1593563777000
iShares S&P Global Clean Energy Index Fund,ICLN,CHF,108.19,1608736106000
"First Mid-Illinois Bancshares, Inc.",FMBH,PYG,60.88,1582804180000
Gafisa SA,GFA,ARS,132.80,1580567779000
PowerShares International Dividend Achievers Portfolio,PID,SDG,13.55,1580564998000
Aircastle Limited,AYR,RUB,-120.98,1607058531000
M III Acquisition Corp.,MIIIU,EUR,-191.72,1603811395000
Liberty Global plc,LBTYB,AED,135.55,1607091571000
Navient Corporation,NAVI,ARS,116.38,1604032751000
Air Lease Corporation,AL,UAH,-56.73,1588398405000
iPath US Treasury 5-year Bull ETN,DFVL,EUR,124.54,1605976662000
"PRA Health Sciences, Inc.",PRAH,CNY,-19.22,1593848133000
"Diamond Offshore Drilling, Inc.",DO,THB,-169.54,1598701925000
"Depomed, Inc.",DEPO,KES,61.21,1588783416000
Acuity Brands Inc,AYI,CNY,128.97,1606709664000
Advent Claymore Convertible Securities and Income Fund,AVK,IDR,75.14,1603049240000
"CareDx, Inc.",CDNA,KZT,-149.73,1591613991000
Sears Holdings Corporation,SHLD,BYR,78.90,1607178861000
Ally Financial Inc.,ALLY^A,BRL,143.36,1603617200000
Molson Coors Brewing  Company,TAP.A,UAH,165.13,1582396898000
Gol Linhas Aereas Inteligentes S.A.,GOL,CNY,22.20,1587738203000
Cerecor Inc.,CERCW,HRK,-149.22,1594560936000
Kadant Inc,KAI,GHS,18.26,1587639939000
First Trust Small Cap Growth AlphaDEX Fund,FYC,NGN,45.82,1605078072000
Cognizant Technology Solutions Corporation,CTSH,MMK,-136.01,1600455403000
"Extended Stay America, Inc.",STAY,EUR,44.05,1599095681000
"Sypris Solutions, Inc.",SYPR,CNY,156.62,1583914067000
Cumulus Media Inc.,CMLS,PLN,-183.97,1589781253000
"Gap, Inc. (The)",GPS,GTQ,-73.69,1583938459000
U.S. Bancorp,USB^A,IDR,61.85,1603976496000
"PCM, Inc.",PCMI,USD,-163.96,1582505776000
"Gamco Investors, Inc.",GBL,ZAR,-129.83,1578217749000
Lloyds Banking Group Plc,LYG,JPY,111.53,1597210295000
F.N.B. Corporation,FNB^E,CNY,-3.52,1579283456000
"Deswell Industries, Inc.",DSWL,BRL,-172.42,1589309596000
CVS Health Corporation,CVS,CNY,77.81,1602992963000
Suncor Energy  Inc.,SU,SEK,-169.49,1586766831000
Federated Premier Municipal Income Fund,FMN,IDR,15.05,1585766509000
"L Brands, Inc.",LB,CNY,85.73,1588120981000
Manulife Financial Corp,MFC,VND,47.88,1596299328000
"Marsh & McLennan Companies, Inc.",MMC,BRL,72.23,1586587546000
"21Vianet Group, Inc.",VNET,VEF,118.75,1607340832000
"ChemoCentryx, Inc.",CCXI,NGN,70.28,1586057144000
iShares Asia 50 ETF,AIA,PLN,-134.10,1585409213000
"Kandi Technologies Group, Inc.",KNDI,GTQ,150.50,1607566351000
Diebold Nixdorf Incorporated,DBD,VND,-144.71,1600226916000
Kopin Corporation,KOPN,CNY,-189.71,1585540534000
"Gabelli Equity Trust, Inc. (The)",GAB^G,THB,-171.34,1585721231000
"T-Mobile US, Inc.",TMUS,RSD,138.85,1606084825000
Cytosorbents Corporation,CTSO,CNY,109.23,1584188032000
"BGC Partners, Inc.",BGCA,IDR,91.34,1583113842000
"SB Financial Group, Inc.",SBFGP,CNY,197.97,1584064635000
Milacron Holdings Corp.,MCRN,IDR,182.43,1604358363000
"Sarepta Therapeutics, Inc.",SRPT,SEK,-94.65,1607524104000
"Planet Payment, Inc.",PLPM,VEF,-1.79,1580596001000
Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,WIA,IDR,164.22,1579241906000
"Organovo Holdings, Inc.",ONVO,CNY,108.63,1608500003000
"DASAN Zhone Solutions, Inc.",DZSI,IDR,-11.26,1585777128000
"Banc of California, Inc.",BANC^C,IDR,-157.46,1602344382000
Navient Corporation,JSM,EUR,122.95,1584550677000
Trans World Entertainment Corp.,TWMC,GTQ,36.09,1596801738000
Pacific Special Acquisition Corp.,PAACU,COP,195.35,1599071575000
State Street Corporation,STT,CNY,-9.02,1608047325000
Dolby Laboratories,DLB,UAH,-114.62,1603668359000
Liberty Global plc,LBTYB,BRL,67.01,1600351912000
Syngenta AG,SYT,JPY,34.03,1585098970000
Enbridge Inc,ENB,CNY,-18.12,1608676617000
PowerShares Variable Rate Investment Grade Portfolio,VRIG,CNY,0.39,1587129518000
Universal Electronics Inc.,UEIC,CNY,-63.84,1598766701000
"Pieris Pharmaceuticals, Inc.",PIRS,CNY,47.07,1583116269000
Blackrock California Municipal 2018 Term Trust,BJZ,ILS,-5.99,1600699282000
"TheStreet, Inc.",TST,JOD,73.30,1591243897000
"Carrizo Oil & Gas, Inc.",CRZO,EUR,90.39,1595681329000
"Gabelli Equity Trust, Inc. (The)",GAB^G,RSD,53.52,1608070930000
Kohl's Corporation,KSS,SEK,-174.83,1594396294000
The Organics ETF,ORG,UGX,-64.35,1598780744000
"Uranium Resources, Inc.",URRE,CNY,-190.41,1603167220000
SecureWorks Corp.,SCWX,IDR,-69.61,1607494626000
"Vertex Energy, Inc",VTNR,RUB,-159.81,1583514424000
"Comfort Systems USA, Inc.",FIX,PLN,51.62,1579761898000
Torchmark Corporation,TMK,EUR,101.92,1583268509000
Arch Capital Group Ltd.,ARH^C,USD,-88.20,1582323969000
"Silicon Laboratories, Inc.",SLAB,CNY,138.42,1606464203000
Amaya Inc.,AYA,JPY,-155.32,1589249852000
Progress Software Corporation,PRGS,RUB,-16.14,1591560431000
Technical Communications Corporation,TCCO,VND,130.04,1595629723000
"Dominion Energy, Inc.",DCUD,CNY,-87.64,1600564224000
DarioHealth Corp.,DRIOW,UAH,-168.80,1592026838000
BP Prudhoe Bay Royalty Trust,BPT,JOD,-143.67,1588267191000
Alphabet Inc.,GOOGL,EUR,62.15,1583139952000
"Advanced Energy Industries, Inc.",AEIS,CNY,150.59,1580136326000
Jensyn Acquistion Corp.,JSYNW,EUR,-43.79,1605937245000
"Connecticut Water Service, Inc.",CTWS,BYR,-33.88,1606006748000
MGC Diagnostics Corporation,MGCD,PLN,21.93,1584232296000
"Skechers U.S.A., Inc.",SKX,CNY,-45.91,1601207633000
"Pearson, Plc",PSO,CNY,95.98,1584677893000
"Foot Locker, Inc.",FL,CNY,20.18,1608908009000
The KEYW Holding Corporation,KEYW,EUR,129.40,1603499581000
"CoreLogic, Inc.",CLGX,PHP,-0.95,1578003985000
Invesco Value Municipal Income Trust,IIM,IDR,-77.02,1587632742000
Cimpress N.V,CMPR,IDR,4.82,1600462571000
"Xerium Technologies, Inc.",XRM,EUR,133.22,1602960867000
"MetLife, Inc.",MET,UAH,110.31,1592436850000
"Enbridge Energy, L.P.",EEP,MNT,155.52,1587268947000
